merchant_name,City,Final City,Status,Category
Singer,KATUBEDDA,KATUBEDDA,Active,Homeware
Singer,KATUGASTOTA,KATUGASTOTA,Active,Homeware
Singer,KATUGASTOTA - B,KATUGASTOTA ,Active,Homeware
Singer,KATUPOTHA,KATUPOTHA,Active,Homeware
Singer,KEBITHIGOLLEWA,KEBITHIGOLLEWA,Active,Homeware
Singer,KEGALLE,KEGALLE,Active,Homeware
Singer,SHOMES-KEGALLE,KEGALLE,Active,Homeware
Singer,KEGALLE - C,KEGALLE ,Active,Homeware
Singer,KEGALLE B,KEGALLE ,Active,Homeware
Singer,KEKIRAWA,KEKIRAWA,Active,Homeware
Singer,KEKIRAWA - B,KEKIRAWA - ,Active,Homeware
Singer,KELANIYA -LITE,KELANIYA ,Active,Homeware
Singer,KESBEWA,KESBEWA,Active,Homeware
Singer,KILINOCHCHI,KILINOCHCHI,Active,Homeware
Singer,KILINOCHCHI - B,KILINOCHCHI ,Active,Homeware
Singer,KIRIBATHGODA B,KIRIBATHGODA ,Active,Homeware
Singer,KIRIELLA,KIRIELLA,Active,Homeware
Singer,KIRINDIWELA,KIRINDIWELA,Active,Homeware
Singer,KIRINDIWELA - B,KIRINDIWELA ,Active,Homeware
Singer,KOBEIGANE,KOBEIGANE,Active,Homeware
Singer,KOCHCHIKADE,KOCHCHIKADE,Active,Homeware
Singer,KODIKAMAM,KODIKAMAM,Active,Homeware
Singer,KOHUWELA,KOHUWELA,Active,Homeware
Singer,KOKKADICHOLAI,KOKKADICHOLAI,Active,Homeware
Singer,KOSGAMA,KOSGAMA,Active,Homeware
Singer,KOTAHENA,KOTAHENA,Active,Homeware
Singer,KOTIYAKUMBURA,KOTIYAKUMBURA,Active,Homeware
Singer,KOTTAWA,KOTTAWA,Active,Homeware
Singer,KULIYAPITIYA,KULIYAPITIYA,Active,Homeware
Singer,KULIYAPITIYA - B,KULIYAPITIYA ,Active,Homeware
Singer,KUNDASALE,KUNDASALE,Active,Homeware
Singer,KURUNEGALA - D,KURUNEGALA ,Active,Homeware
Singer,KURUNEGALA B,KURUNEGALA ,Active,Homeware
Singer,KURUNEGALA C,KURUNEGALA ,Active,Homeware
Singer,KURUWITA,KURUWITA,Active,Homeware
Singer,LUNUGALA -LITE,LUNUGALA ,Active,Homeware
Singer,MAHARAGAMA,MAHARAGAMA,Active,Homeware
Singer,MAHARAGAMA B,MAHARAGAMA ,Active,Homeware
Singer,MAHIYANGANA,MAHIYANGANA,Active,Homeware
Singer,MAHIYANGANA - B,MAHIYANGANA,Active,Homeware
Singer,MAHO,MAHO,Active,Homeware
Singer,MALABE,MALABE,Active,Homeware
Singer,MALLAVI,MALLAVI,Active,Homeware
Singer,MANIPAY,MANIPAY,Active,Homeware
Singer,MANNAR,MANNAR,Active,Homeware
Singer,MARADAGAHAMULLA,MARADAGAHAMULLA,Active,Homeware
Singer,MARADANA,MARADANA,Active,Homeware
Singer,MATALE,MATALE,Active,Homeware
Singer,MATALE - B,MATALE - ,Active,Homeware
Singer,MATARA-B,MATARA,Active,Homeware
Singer,SHOMES-MATARA,MATARA,Active,Homeware
Singer,MATARA-A,MATARA,Active,Homeware
Singer,MATHUGAMA,MATHUGAMA,Active,Homeware
Singer,MATTAKKULIYA,MATTAKKULIYA,Active,Homeware
Singer,MATUGAMA - B,MATUGAMA ,Active,Homeware
Singer,MAWANELLA,MAWANELLA,Active,Homeware
Singer,MAWANELLA - B,MAWANELLA ,Active,Homeware
Singer,MAWARAMANDIYA,MAWARAMANDIYA,Active,Homeware
Singer,MAWATHAGAMA,MAWATHAGAMA,Active,Homeware
Singer,MEDAGAMA,MEDAGAMA,Active,Homeware
Singer,MEDAWACHCHIYA,MEDAWACHCHIYA,Active,Homeware
Singer,MEDIRIGIRIYA,MEDIRIGIRIYA,Active,Homeware
Singer,MEEGAHAKIULA,MEEGAHAKIULA,Active,Homeware
Singer,MELSIRIPURA,MELSIRIPURA,Active,Homeware
Singer,MENIKHINNA,MENIKHINNA,Active,Homeware
Singer,MIDDENIYA,MIDDENIYA,Active,Homeware
Singer,MILAGIRIYA,MILAGIRIYA,Active,Homeware
Singer,MINUWANGODA,MINUWANGODA,Active,Homeware
Singer,MINUWANGODA - B,MINUWANGODA ,Active,Homeware
Singer,MIRIGAMA,MIRIGAMA,Active,Homeware
Singer,MIRIGAMA - B,MIRIGAMA ,Active,Homeware
Singer,MONARAGALA,MONARAGALA,Active,Homeware
Singer,MONARAGALA - B,MONARAGALA ,Active,Homeware
Singer,MORAGAHAHENA,MORAGAHAHENA,Active,Homeware
Singer,BUDGET SHOP-MORATUWA,MORATUWA,Active,Homeware
Singer,MORATUWA,MORATUWA,Active,Homeware
Singer,MORATUWA - B,MORATUWA ,Active,Homeware
Singer,MORAWAKA,MORAWAKA,Active,Homeware
Singer,MULLAITIVU,MULLAITIVU,Active,Homeware
Singer,MURUNKAN,MURUNKAN,Active,Homeware
Singer,MUTUR,MUTUR,Active,Homeware
Singer,NARAMMALA,NARAMMALA,Active,Homeware
Singer,NARAMMALA - B,NARAMMALA ,Active,Homeware
Singer,NATTANDIYA,NATTANDIYA,Active,Homeware
Singer,NAULA,NAULA,Active,Homeware
Singer,NAWA MEDAGAMA,NAWA MEDAGAMA,Active,Homeware
Singer,NAWALAPITIYA,NAWALAPITIYA,Active,Homeware
Singer,NEGOMBO,NEGOMBO,Active,Homeware
Singer,NEGOMBO - C,NEGOMBO ,Active,Homeware
Singer,NELLIADY,NELLIADY,Active,Homeware
Singer,NELUMDENIYA-LITE,NELUMDENIYA,Active,Homeware
Singer,NELUWA,NELUWA,Active,Homeware
Singer,NIKAWARATIYA - B,NIKAWARATIYA ,Active,Homeware
Singer,NIKAWERATIYA,NIKAWERATIYA,Active,Homeware
Singer,NITTAMBUWA,NITTAMBUWA,Active,Homeware
Singer,NITTAMBUWA - B,NITTAMBUWA ,Active,Homeware
Singer,NIVITHIGALA,NIVITHIGALA,Active,Homeware
Singer,NOCHCHIYAGAMA,NOCHCHIYAGAMA,Active,Homeware
Singer,NOROCHCHOLAI,NOROCHCHOLAI,Active,Homeware
Singer,SAMSUNG -NUGEGODA,NUGEGODA,Active,Homeware
Singer,NUWARAELIYA-B,NUWARAELIYA,Active,Homeware
Singer,NUWARAELIYA - C,NUWARAELIYA ,Active,Homeware
Singer,NUWARAELIYA A,NUWARAELIYA ,Active,Homeware
Singer,PABAHINNA-LITE,PABAHINNA-LITE,Active,Homeware
Singer,PADIYATHALAWA,PADIYATHALAWA,Active,Homeware
Singer,PADUKKA,PADUKKA,Active,Homeware
Singer,PALLEBEDDA,PALLEBEDDA,Active,Homeware
Singer,PALLEPOLA,PALLEPOLA,Active,Homeware
Singer,PANADURA,PANADURA,Active,Homeware
Singer,PANADURA - B,PANADURA ,Active,Homeware
Singer,PANNALA,PANNALA,Active,Homeware
Singer,PARAKRAMAPURA,PARAKRAMAPURA,Active,Homeware
Singer,PASSARA,PASSARA,Active,Homeware
Singer,PASYALA,PASYALA,Active,Homeware
Singer,PELAWATTA-MATU,PELAWATTA,Active,Homeware
Singer,PELAWATTA,PELAWATTA,Active,Homeware
Singer,PELIYAGODA,PELIYAGODA,Active,Homeware
Singer,PELMADULLA,PELMADULLA,Active,Homeware
Singer,PELMADULLA - B,PELMADULLA - B,Active,Homeware
Singer,PERADENIYA,PERADENIYA,Active,Homeware
Singer,PILIMATHALAWA,PILIMATHALAWA,Active,Homeware
Singer,PILIMATHALAWA - B,PILIMATHALAWA ,Active,Homeware
Singer,PILIYANDALA,PILIYANDALA,Active,Homeware
Singer,PILIYANDALA B,PILIYANDALA ,Active,Homeware
Singer,PINNADUWA,PINNADUWA,Active,Homeware
Singer,PITA-KOTTE,PITA-KOTTE,Active,Homeware
Singer,PITABEDDARA,PITABEDDARA,Active,Homeware
Singer,PITIGALA,PITIGALA,Active,Homeware
Singer,POINT PEDRO,POINT PEDRO,Active,Homeware
Singer,POLGAHAWELA,POLGAHAWELA,Active,Homeware
Singer,POLONNARUWA,POLONNARUWA,Active,Homeware
Singer,POLPITHIGAMA,POLPITHIGAMA,Active,Homeware
Singer,POLWATTA,POLWATTA,Active,Homeware
Singer,POOJAPITIYA,POOJAPITIYA,Active,Homeware
Singer,POTHUHARA,POTHUHARA,Active,Homeware
Singer,POTHUVIL,POTHUVIL,Active,Homeware
Singer,PUGODA,PUGODA,Active,Homeware
Singer,PUSSELLAWA,PUSSELLAWA,Active,Homeware
Singer,PUTHUKKUDIYIRUPPU,PUTHUKKUDIYIRUPPU,Active,Homeware
Singer,PUTTALAM,PUTTALAM,Active,Homeware
Singer,RAGAMA,RAGAMA,Active,Homeware
Singer,RAMBEWA,RAMBEWA,Active,Homeware
Singer,RAMBUKKANA,RAMBUKKANA,Active,Homeware
Singer,RATHMALANA,RATHMALANA,Active,Homeware
Singer,SHOMES-RATHNAPURA,RATHNAPURA,Active,Homeware
Singer,RATHNAPURA - C,RATHNAPURA ,Active,Homeware
Singer,RATHNAPURA A,RATHNAPURA ,Active,Homeware
Singer,RATHNAPURA B,RATHNAPURA ,Active,Homeware
Singer,RATTOTA,RATTOTA,Active,Homeware
Singer,RIDEEGAMA,RIDEEGAMA,Active,Homeware
Singer,RIKILLAGASKADA,RIKILLAGASKADA,Active,Homeware
Singer,RUWANWELLA,RUWANWELLA,Active,Homeware
Singer,SEEDUWA,SEEDUWA,Active,Homeware
Singer,SETTIKULAM,SETTIKULAM,Active,Homeware
Singer,SHOMES- CHILAW,SHOMES- CHILAW,Active,Homeware
Singer,SHOMES- GODAGAMA,SHOMES- GODAGAMA,Active,Homeware
Singer,SHOMES- KANDY,SHOMES- KANDY,Active,Homeware
Singer,SHOMES- MATALE,SHOMES- MATALE,Active,Homeware
Singer,SHOMES-NEGOMBO,SHOMES-NEGOMBO,Active,Homeware
Singer,SIRIPURA-LITE,SIRIPURA-LITE,Active,Homeware
Singer,SIYAMBALANDUWA,SIYAMBALANDUWA,Active,Homeware
Singer,SURIYAWEWA,SURIYAWEWA,Active,Homeware
Singer,TANGALLE,TANGALLE,Active,Homeware
Singer,THALAWA,THALAWA,Active,Homeware
Singer,THALAWAKELLE,THALAWAKELLE,Active,Homeware
Singer,THALAWATHUGODA,THALAWATHUGODA,Active,Homeware
Singer,THALGASWALA,THALGASWALA,Active,Homeware
Singer,THAMBUTTEGAMA,THAMBUTTEGAMA,Active,Homeware
Singer,THANAMALWILA,THANAMALWILA,Active,Homeware
Singer,THIMBIRIGASYAYA,THIMBIRIGASYAYA,Active,Homeware
Singer,THIRAPPANE,THIRAPPANE,Active,Homeware
Singer,TISSAMAHARAMA,TISSAMAHARAMA,Active,Homeware
Singer,TISSAMAHARAMA - B,TISSAMAHARAMA ,Active,Homeware
Singer,TRINCOMALEE B,TRINCOMALEE ,Active,Homeware
Singer,BUDGET-SHOP UDAHAMUL,UDAHAMUL,Active,Homeware
Singer,UDUDUMBARA,UDUDUMBARA,Active,Homeware
Singer,UHANA,UHANA,Active,Homeware
Singer,UKUWELA -LITE,UKUWELA ,Active,Homeware
Singer,UNION PLACE,UNION PLACE,Active,Homeware
Singer,UNION PLACE - B,UNION PLACE ,Active,Homeware
Singer,URUBOKKA,URUBOKKA,Active,Homeware
Singer,VAVUNIYA,VAVUNIYA,Active,Homeware
Singer,VAVUNIYA - B,VAVUNIYA ,Active,Homeware
Singer,VEYANGODA,VEYANGODA,Active,Homeware
Singer,VEYANGODA - B,VEYANGODA ,Active,Homeware
Singer,WADDUWA,WADDUWA,Active,Homeware
Singer,WALAPANE,WALAPANE,Active,Homeware
Singer,WALASMULLA,WALASMULLA,Active,Homeware
Singer,WANDURAMBA,WANDURAMBA,Active,Homeware
Singer,WARAKAPOLA,WARAKAPOLA,Active,Homeware
Singer,WARAKAPOLA - B,WARAKAPOLA ,Active,Homeware
Singer,WARD PLACE,WARD PLACE,Active,Homeware
Singer,WARIYAPOLA,WARIYAPOLA,Active,Homeware
Singer,WATTALA,WATTALA,Active,Homeware
Singer,WATTEGAMA,WATTEGAMA,Active,Homeware
